DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,WINNER,HOME_NRtg,HOME_DRB%,HOME_SRS,VISITOR_NRtg,VISITOR_DRB%,VISITOR_SRS,HOME_LAST_SEASON_W%,VISITOR_LAST_SEASON_W%,HOME_GAME,AWAY GAME,HOME_W%,VISITOR_W%,HOME_B2B,VISITOR_B2B,HOME_W%_AT_HOME,VISITOR_W%_ON_ROAD,HOME_LAST_5,VISITOR_LAST_5,VISITOR_WIN_PROB,HOME_WIN_PROB
11/6/2019,NYK,102,DET,122,1,0.308823529,0.220588235,0.255897436,0.093137255,0.544117647,0.08974359,0.5,0.207317073,1,0,0.375,0.142857143,0,0,0.5,0,0.6,0.6,0.448832628,0.551167372
11/6/2019,WAS,106,IND,121,1,0.544117647,0.338235294,0.533846154,0.240196078,0.044117647,0.196410256,0.585365854,0.390243902,1,0,0.428571429,0.333333333,1,0,0.666666667,0.333333333,0.4,0.4,0.354419764,0.645580236
11/6/2019,CHI,113,ATL,93,0,0.024509804,0.044117647,0.036410256,0.284313725,0.205882353,0.258461538,0.353658537,0.268292683,1,0,0.5,0.25,1,1,0.5,0.2,0.4,0.4,0.693250697,0.306749303
11/6/2019,GSW,112,HOU,129,1,0.612745098,0.279411765,0.652820513,0.029411765,0.220588235,0.038461538,0.646341463,0.695121951,1,0,0.571428571,0.285714286,0,0,0.666666667,0.5,0.4,0.4,0.126476587,0.873523413
11/6/2019,SAC,120,TOR,124,1,0.740196078,0.161764706,0.733333333,0.294117647,0.529411765,0.332820513,0.707317073,0.475609756,1,0,0.666666667,0.285714286,0,0,1,0.333333333,0.4,0.4,0.16030059,0.83969941
11/6/2019,MIN,121,MEM,137,1,0.367647059,0.485294118,0.363076923,0.269607843,0.382352941,0.270769231,0.402439024,0.43902439,1,0,0.166666667,0.666666667,0,0,0.25,0.75,0.6,0.6,0.235097391,0.764902609
11/6/2019,ORL,106,DAL,107,1,0.730392157,0.352941176,0.749230769,0.362745098,0.602941176,0.381025641,0.402439024,0.512195122,1,0,0.666666667,0.285714286,0,1,0.333333333,0,0.4,0.4,0.304277846,0.695722154
11/6/2019,PHI,104,UTA,106,1,0.637254902,0.735294118,0.655897436,0.553921569,0.911764706,0.58,0.609756098,0.62195122,1,0,0.571428571,0.833333333,0,0,1,0.75,0.4,0.4,0.188340165,0.811659835
11/6/2019,MIL,129,LAC,124,0,0.700980392,0.411764706,0.739487179,1,1,1,0.585365854,0.731707317,1,0,0.714285714,0.714285714,0,0,1,0.75,0.4,0.4,0.411380775,0.588619225
11/7/2019,BOS,108,CHO,87,0,0.06372549,0,0.057948718,0.774509804,0.485294118,0.753333333,0.475609756,0.597560976,1,0,0.571428571,0.833333333,0,0,0.666666667,0.666666667,0.4,0.4,0.864930632,0.135069368
11/7/2019,OKC,112,SAS,121,1,0.37254902,0.676470588,0.404102564,0.56372549,0.397058824,0.587179487,0.585365854,0.597560976,1,0,0.571428571,0.428571429,0,0,0.75,0,0.4,0.4,0.375456064,0.624543936
11/7/2019,MIA,124,PHO,108,0,0.37745098,0.573529412,0.387692308,0.602941176,0.764705882,0.595897436,0.231707317,0.475609756,1,0,0.714285714,0.714285714,0,0,0.75,0.5,0.6,0.6,0.708835929,0.291164071
11/7/2019,POR,101,LAC,107,1,0.700980392,0.411764706,0.739487179,0.348039216,0.044117647,0.391282051,0.585365854,0.646341463,1,0,0.625,0.428571429,1,0,0.8,0.6,0.6,0.6,0.368126172,0.631873828
11/8/2019,DET,106,IND,112,1,0.544117647,0.338235294,0.533846154,0.308823529,0.220588235,0.255897436,0.585365854,0.5,1,0,0.5,0.444444444,0,0,0.75,0.25,0.4,0.4,0.192892819,0.807107181
11/8/2019,MEM,86,ORL,118,1,0.362745098,0.602941176,0.381025641,0.367647059,0.485294118,0.363076923,0.512195122,0.402439024,1,0,0.25,0.285714286,0,0,0.5,0,0.6,0.6,0.386233995,0.613766005
